id_socioeconomico,escolaridade_pai,escolaridade_pai_descricao,escolaridade_mae,escolaridade_mae_descricao,quantidade_pessoas_moradia,quantidade_pessoas_moradia_descricao,renda_familiar,renda_familiar_descricao
7264,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,10,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7265,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",3,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7266,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",4,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7267,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",11,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7268,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",10,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7269,H,Nao sei,H,Nao sei,5,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7270,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",H,Nao sei,8,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7271,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,6,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7272,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,4,,Q,"Acima de R$ 24.240,00"
7273,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",3,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7274,A,Nunca estudou,B,Nao completou a 4 serie/5 ano,6,,O,"De R$ 14.544,01 ate R$ 18.180,00"
7275,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",13,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7276,B,Nao completou a 4 serie/5 ano,E,"Completou o Ensino Medio, mas nao completou a Faculdade",3,,P,"De R$ 18.180,01 ate R$ 24.240,00"
7277,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",10,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7278,A,Nunca estudou,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",1,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7279,G,Completou a Pos-graduacao,H,Nao sei,9,,A,Nenhuma Renda
7280,A,Nunca estudou,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7281,E,"Completou o Ensino Medio, mas nao completou a Faculdade",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",4,,Q,"Acima de R$ 24.240,00"
7282,H,Nao sei,H,Nao sei,1,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7283,A,Nunca estudou,A,Nunca estudou,9,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7284,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",9,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7285,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",A,Nunca estudou,2,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7286,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",8,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7287,H,Nao sei,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",13,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7288,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7289,H,Nao sei,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",5,,G,"De R$ 3.636,01 ate R$ 4.848,00"
7290,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",G,Completou a Pos-graduacao,7,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7291,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,9,,B,"Ate R$ 1.212,00"
7292,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",8,,A,Nenhuma Renda
7293,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",7,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7294,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,10,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7295,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",7,,A,Nenhuma Renda
7296,G,Completou a Pos-graduacao,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",6,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7297,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,12,,A,Nenhuma Renda
7298,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",20,,A,Nenhuma Renda
7299,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",2,,B,"Ate R$ 1.212,00"
7300,H,Nao sei,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",9,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7301,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",H,Nao sei,11,,B,"Ate R$ 1.212,00"
7302,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",B,Nao completou a 4 serie/5 ano,7,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7303,G,Completou a Pos-graduacao,E,"Completou o Ensino Medio, mas nao completou a Faculdade",15,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7304,G,Completou a Pos-graduacao,H,Nao sei,5,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7305,B,Nao completou a 4 serie/5 ano,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",4,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7306,B,Nao completou a 4 serie/5 ano,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",2,,A,Nenhuma Renda
7307,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",8,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7308,H,Nao sei,G,Completou a Pos-graduacao,1,,M,"De R$ 10.908,01 ate R$ 12.120,00"
7309,G,Completou a Pos-graduacao,H,Nao sei,5,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7310,G,Completou a Pos-graduacao,B,Nao completou a 4 serie/5 ano,11,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7311,H,Nao sei,G,Completou a Pos-graduacao,8,,B,"Ate R$ 1.212,00"
7312,A,Nunca estudou,B,Nao completou a 4 serie/5 ano,7,,A,Nenhuma Renda
7313,H,Nao sei,A,Nunca estudou,3,,G,"De R$ 3.636,01 ate R$ 4.848,00"
7314,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",6,,B,"Ate R$ 1.212,00"
7315,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",7,,B,"Ate R$ 1.212,00"
7316,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",3,,M,"De R$ 10.908,01 ate R$ 12.120,00"
7317,A,Nunca estudou,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",6,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7318,H,Nao sei,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",7,,Q,"Acima de R$ 24.240,00"
7319,H,Nao sei,H,Nao sei,13,,A,Nenhuma Renda
7320,H,Nao sei,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,M,"De R$ 10.908,01 ate R$ 12.120,00"
7321,B,Nao completou a 4 serie/5 ano,H,Nao sei,4,,M,"De R$ 10.908,01 ate R$ 12.120,00"
7322,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",3,,P,"De R$ 18.180,01 ate R$ 24.240,00"
7323,A,Nunca estudou,A,Nunca estudou,5,,B,"Ate R$ 1.212,00"
7324,A,Nunca estudou,A,Nunca estudou,9,,B,"Ate R$ 1.212,00"
7325,H,Nao sei,H,Nao sei,5,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7326,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",A,Nunca estudou,2,,B,"Ate R$ 1.212,00"
7327,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",B,Nao completou a 4 serie/5 ano,3,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7328,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",6,,G,"De R$ 3.636,01 ate R$ 4.848,00"
7329,G,Completou a Pos-graduacao,E,"Completou o Ensino Medio, mas nao completou a Faculdade",7,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7330,H,Nao sei,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",2,,O,"De R$ 14.544,01 ate R$ 18.180,00"
7331,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,3,,Q,"Acima de R$ 24.240,00"
7332,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",9,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7333,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",10,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7334,E,"Completou o Ensino Medio, mas nao completou a Faculdade",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",11,,A,Nenhuma Renda
7335,A,Nunca estudou,H,Nao sei,9,,A,Nenhuma Renda
7336,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",6,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7337,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",2,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7338,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,6,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7339,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",H,Nao sei,10,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7340,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,5,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7341,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",G,Completou a Pos-graduacao,3,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7342,A,Nunca estudou,A,Nunca estudou,5,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7343,B,Nao completou a 4 serie/5 ano,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",4,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7344,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",4,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7345,H,Nao sei,G,Completou a Pos-graduacao,3,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7346,H,Nao sei,H,Nao sei,8,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7347,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",6,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7348,H,Nao sei,A,Nunca estudou,4,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7349,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",11,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7350,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",14,,B,"Ate R$ 1.212,00"
7351,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",14,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7352,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",10,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7353,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",12,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7354,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",3,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7355,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,3,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7356,H,Nao sei,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",5,,O,"De R$ 14.544,01 ate R$ 18.180,00"
7357,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",1,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7358,E,"Completou o Ensino Medio, mas nao completou a Faculdade",B,Nao completou a 4 serie/5 ano,8,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7359,B,Nao completou a 4 serie/5 ano,B,Nao completou a 4 serie/5 ano,6,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7360,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",G,Completou a Pos-graduacao,8,,B,"Ate R$ 1.212,00"
7361,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",B,Nao completou a 4 serie/5 ano,6,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7362,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,13,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7363,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",E,"Completou o Ensino Medio, mas nao completou a Faculdade",8,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7364,H,Nao sei,G,Completou a Pos-graduacao,3,,O,"De R$ 14.544,01 ate R$ 18.180,00"
7365,E,"Completou o Ensino Medio, mas nao completou a Faculdade",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",7,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7366,B,Nao completou a 4 serie/5 ano,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",5,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7367,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",A,Nunca estudou,3,,P,"De R$ 18.180,01 ate R$ 24.240,00"
7368,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",2,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7369,H,Nao sei,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",6,,B,"Ate R$ 1.212,00"
7370,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,5,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7371,G,Completou a Pos-graduacao,B,Nao completou a 4 serie/5 ano,5,,Q,"Acima de R$ 24.240,00"
7372,H,Nao sei,B,Nao completou a 4 serie/5 ano,3,,P,"De R$ 18.180,01 ate R$ 24.240,00"
7373,A,Nunca estudou,A,Nunca estudou,7,,A,Nenhuma Renda
7374,G,Completou a Pos-graduacao,E,"Completou o Ensino Medio, mas nao completou a Faculdade",2,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7375,B,Nao completou a 4 serie/5 ano,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",2,,O,"De R$ 14.544,01 ate R$ 18.180,00"
7376,H,Nao sei,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",7,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7377,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,Q,"Acima de R$ 24.240,00"
7378,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",6,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7379,A,Nunca estudou,A,Nunca estudou,11,,G,"De R$ 3.636,01 ate R$ 4.848,00"
7380,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",10,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7381,H,Nao sei,H,Nao sei,11,,B,"Ate R$ 1.212,00"
7382,B,Nao completou a 4 serie/5 ano,H,Nao sei,1,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7383,H,Nao sei,G,Completou a Pos-graduacao,2,,A,Nenhuma Renda
7384,H,Nao sei,H,Nao sei,5,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7385,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",3,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7386,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,I,"De R$ 6.060,01 ate R$ 7.272,00"
7387,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,1,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7388,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",11,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7389,A,Nunca estudou,A,Nunca estudou,3,,M,"De R$ 10.908,01 ate R$ 12.120,00"
7390,E,"Completou o Ensino Medio, mas nao completou a Faculdade",A,Nunca estudou,3,,O,"De R$ 14.544,01 ate R$ 18.180,00"
7391,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",B,Nao completou a 4 serie/5 ano,5,,P,"De R$ 18.180,01 ate R$ 24.240,00"
7392,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",A,Nunca estudou,4,,N,"De R$ 12.120,01 ate R$ 14.544,00"
7393,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",13,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7394,H,Nao sei,A,Nunca estudou,6,,B,"Ate R$ 1.212,00"
7395,E,"Completou o Ensino Medio, mas nao completou a Faculdade",E,"Completou o Ensino Medio, mas nao completou a Faculdade",12,,A,Nenhuma Renda
7396,E,"Completou o Ensino Medio, mas nao completou a Faculdade",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",6,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7397,E,"Completou o Ensino Medio, mas nao completou a Faculdade",A,Nunca estudou,3,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7398,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7399,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",10,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7400,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",H,Nao sei,5,,B,"Ate R$ 1.212,00"
7401,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",4,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7402,G,Completou a Pos-graduacao,H,Nao sei,5,,B,"Ate R$ 1.212,00"
7403,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",G,Completou a Pos-graduacao,2,,A,Nenhuma Renda
7404,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",H,Nao sei,6,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7405,A,Nunca estudou,A,Nunca estudou,2,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7406,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",5,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7407,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,8,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7408,H,Nao sei,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",5,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7409,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",3,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7410,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",11,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7411,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",15,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7412,E,"Completou o Ensino Medio, mas nao completou a Faculdade",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",7,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7413,B,Nao completou a 4 serie/5 ano,H,Nao sei,4,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7414,H,Nao sei,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",2,,A,Nenhuma Renda
7415,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",12,,B,"Ate R$ 1.212,00"
7416,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",1,,Q,"Acima de R$ 24.240,00"
7417,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",6,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7418,A,Nunca estudou,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",17,,B,"Ate R$ 1.212,00"
7419,A,Nunca estudou,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",2,,O,"De R$ 14.544,01 ate R$ 18.180,00"
7420,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",4,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7421,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",5,,A,Nenhuma Renda
7422,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",5,,M,"De R$ 10.908,01 ate R$ 12.120,00"
7423,H,Nao sei,H,Nao sei,3,,Q,"Acima de R$ 24.240,00"
7424,B,Nao completou a 4 serie/5 ano,A,Nunca estudou,4,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7425,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",5,,A,Nenhuma Renda
7426,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,9,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7427,G,Completou a Pos-graduacao,E,"Completou o Ensino Medio, mas nao completou a Faculdade",4,,F,"De R$ 3.030,01 ate R$ 3.636,00"
7428,A,Nunca estudou,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",5,,G,"De R$ 3.636,01 ate R$ 4.848,00"
7429,A,Nunca estudou,B,Nao completou a 4 serie/5 ano,4,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7430,A,Nunca estudou,E,"Completou o Ensino Medio, mas nao completou a Faculdade",6,,C,"De R$ 1.212,01 ate R$ 1.818,00"
7431,B,Nao completou a 4 serie/5 ano,E,"Completou o Ensino Medio, mas nao completou a Faculdade",8,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7432,E,"Completou o Ensino Medio, mas nao completou a Faculdade",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",6,,Q,"Acima de R$ 24.240,00"
7433,E,"Completou o Ensino Medio, mas nao completou a Faculdade",A,Nunca estudou,6,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7434,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",H,Nao sei,7,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7435,B,Nao completou a 4 serie/5 ano,H,Nao sei,2,,B,"Ate R$ 1.212,00"
7436,H,Nao sei,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",4,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7437,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",B,Nao completou a 4 serie/5 ano,5,,B,"Ate R$ 1.212,00"
7438,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",E,"Completou o Ensino Medio, mas nao completou a Faculdade",12,,E,"De R$ 2.424,01 ate R$ 3.030,00"
7439,E,"Completou o Ensino Medio, mas nao completou a Faculdade",G,Completou a Pos-graduacao,5,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7440,G,Completou a Pos-graduacao,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",2,,L,"De R$ 9.696,01 ate R$ 10.908,00"
7441,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",2,,A,Nenhuma Renda
7442,D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",E,"Completou o Ensino Medio, mas nao completou a Faculdade",5,,D,"De R$ 1.818,01 ate R$ 2.424,00"
7443,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",E,"Completou o Ensino Medio, mas nao completou a Faculdade",8,,H,"De R$ 4.848,01 ate R$ 6.060,00"
7444,G,Completou a Pos-graduacao,G,Completou a Pos-graduacao,4,,K,"De R$ 8.484,01 ate R$ 9.696,00"
7445,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",D,"Completou a 8 serie/9 ano, mas nao completou o Ensino Medio",4,,M,"De R$ 10.908,01 ate R$ 12.120,00"
7446,H,Nao sei,E,"Completou o Ensino Medio, mas nao completou a Faculdade",5,,B,"Ate R$ 1.212,00"
7447,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",E,"Completou o Ensino Medio, mas nao completou a Faculdade",1,,J,"De R$ 7.272,01 ate R$ 8.484,00"
7448,C,"Completou a 4 serie/5 ano, mas nao completou a 8 serie/9 ano",F,"Completou a Faculdade, mas nao completou a Pos-graduacao",5,,A,Nenhuma Renda
7449,F,"Completou a Faculdade, mas nao completou a Pos-graduacao",B,Nao completou a 4 serie/5 ano,12,,E,"De R$ 2.424,01 ate R$ 3.030,00"
